,$/kWh,,,OPR_DT,OPR_HR
2041,0.02221824,,,3/26/2020,2
2042,0.02128119,,,3/26/2020,3
2043,0.02146242,,,3/26/2020,4
2044,0.02303353,,,3/26/2020,5
2045,0.02676399,,,3/26/2020,6
2046,0.03139158,,,3/26/2020,7
2047,0.02825313,,,3/26/2020,8
2048,0.02384491,,,3/26/2020,9
2049,0.02449019,,,3/26/2020,10
2050,0.02146332,,,3/26/2020,11
2051,0.01642306,,,3/26/2020,12
2052,0.01237974,,,3/26/2020,13
2053,0.01234335,,,3/26/2020,14
2054,0.01173021,,,3/26/2020,15
2055,0.01214234,,,3/26/2020,16
2056,0.01062273,,,3/26/2020,17
2057,0.01826845,,,3/26/2020,18
2058,0.02782894,,,3/26/2020,19
2059,0.03455858,,,3/26/2020,20
2060,0.03221238,,,3/26/2020,21
2061,0.02915983,,,3/26/2020,22
2062,0.02599321,,,3/26/2020,23
2063,0.02520598,,,3/26/2020,24
2064,0.02612514,,,3/27/2020,1
2065,0.02400486,,,3/27/2020,2
2066,0.02338832,,,3/27/2020,3
2067,0.02330525,,,3/27/2020,4
2068,0.02843469,,,3/27/2020,5
2069,0.02858577,,,3/27/2020,6
2070,0.03201315,,,3/27/2020,7
2071,0.02597043,,,3/27/2020,8
2072,0.02071094,,,3/27/2020,9
2073,0.01206194,,,3/27/2020,10
2074,0.01595462,,,3/27/2020,11
2075,0.01013226,,,3/27/2020,12
2076,0.00871107,,,3/27/2020,13
2077,0.00448115,,,3/27/2020,14
2078,0.00445376,,,3/27/2020,15
2079,0.00299189,,,3/27/2020,16
2080,0.00056576,,,3/27/2020,17
2081,0.01013023,,,3/27/2020,18
2082,0.02449886,,,3/27/2020,19
2083,0.03165079,,,3/27/2020,20
2084,0.03066017,,,3/27/2020,21
2085,0.02974448,,,3/27/2020,22
2086,0.02803322,,,3/27/2020,23
2087,0.02449303,,,3/27/2020,24
2088,0.02261903,,,3/28/2020,1
2089,0.0227634,,,3/28/2020,2
2090,0.02243663,,,3/28/2020,3
2091,0.02277467,,,3/28/2020,4
2092,0.02408384,,,3/28/2020,5
2093,0.02570475,,,3/28/2020,6
2094,0.03048009,,,3/28/2020,7
2095,0.02373618,,,3/28/2020,8
2096,0.02111256,,,3/28/2020,9
2097,0.01968812,,,3/28/2020,10
2098,0.02606267,,,3/28/2020,11
2099,0.02012973,,,3/28/2020,12
2100,0.01958412,,,3/28/2020,13
2101,0.01762761,,,3/28/2020,14
2102,0.01636026,,,3/28/2020,15
2103,0.01628443,,,3/28/2020,16
2104,0.018118,,,3/28/2020,17
2105,0.02379863,,,3/28/2020,18
2106,0.03209682,,,3/28/2020,19
2107,0.03944854,,,3/28/2020,20
2108,0.03225585,,,3/28/2020,21
2109,0.0314015,,,3/28/2020,22
2110,0.02704927,,,3/28/2020,23
2111,0.02484379,,,3/28/2020,24
2112,0.02279976,,,3/29/2020,1
2113,0.02427504,,,3/29/2020,2
2114,0.02209198,,,3/29/2020,3
2115,0.02226504,,,3/29/2020,4
2116,0.02229931,,,3/29/2020,5
2117,0.02340078,,,3/29/2020,6
2118,0.02349441,,,3/29/2020,7
2119,0.02258038,,,3/29/2020,8
2120,0.01780581,,,3/29/2020,9
2121,0.01800176,,,3/29/2020,10
2122,0.01995454,,,3/29/2020,11
2123,0.01559009,,,3/29/2020,12
2124,0.01551453,,,3/29/2020,13
2125,0.00918363,,,3/29/2020,14
2126,0.00713805,,,3/29/2020,15
2127,0.01161513,,,3/29/2020,16
2128,0.00893189,,,3/29/2020,17
2129,0.01677881,,,3/29/2020,18
2130,0.02162,,,3/29/2020,19
2131,0.03422253,,,3/29/2020,20
2132,0.03337321,,,3/29/2020,21
2133,0.02756743,,,3/29/2020,22
2134,0.02426817,,,3/29/2020,23
2135,0.02298511,,,3/29/2020,24
2136,0.02256824,,,3/30/2020,1
2137,0.0221107,,,3/30/2020,2
2138,0.02208697,,,3/30/2020,3
2139,0.02220618,,,3/30/2020,4
2140,0.02386186,,,3/30/2020,5
2141,0.02745366,,,3/30/2020,6
2142,0.0324832,,,3/30/2020,7
2143,0.02703461,,,3/30/2020,8
2144,0.02316523,,,3/30/2020,9
2145,0.0227041,,,3/30/2020,10
2146,0.02273698,,,3/30/2020,11
2147,0.01907949,,,3/30/2020,12
2148,0.01791824,,,3/30/2020,13
2149,0.01478857,,,3/30/2020,14
2150,0.01398377,,,3/30/2020,15
2151,0.01854612,,,3/30/2020,16
2152,0.01709549,,,3/30/2020,17
2153,0.01984271,,,3/30/2020,18
2154,0.0258611,,,3/30/2020,19
2155,0.0394286,,,3/30/2020,20
2156,0.03268717,,,3/30/2020,21
2157,0.03034746,,,3/30/2020,22
2158,0.02615461,,,3/30/2020,23
2159,0.02425029,,,3/30/2020,24
2160,0.02291901,,,3/31/2020,1
2161,0.02201489,,,3/31/2020,2
2162,0.02166542,,,3/31/2020,3
2163,0.02130571,,,3/31/2020,4
2164,0.0221339,,,3/31/2020,5
2165,0.02605286,,,3/31/2020,6
2166,0.02975,,,3/31/2020,7
2167,0.02445,,,3/31/2020,8
2168,0.02192467,,,3/31/2020,9
2169,0.02282034,,,3/31/2020,10
2170,0.02288318,,,3/31/2020,11
2171,0.02351633,,,3/31/2020,12
2172,0.02388175,,,3/31/2020,13
2173,0.01988648,,,3/31/2020,14
2174,0.02083872,,,3/31/2020,15
2175,0.02195126,,,3/31/2020,16
2176,0.02233069,,,3/31/2020,17
2177,0.02183087,,,3/31/2020,18
2178,0.02778092,,,3/31/2020,19
2179,0.03531758,,,3/31/2020,20
2180,0.03137175,,,3/31/2020,21
2181,0.02790875,,,3/31/2020,22
2182,0.02359908,,,3/31/2020,23
2183,0.02241541,,,3/31/2020,24
2184,0.02107852,,,4/1/2020,1
